Date, Open, High, Low, Close
08/09/24, 261.7400, 263.6400, 260.8000, 262.9200
08/08/24, 258.6800, 262.1700, 257.5000, 261.7900
08/07/24, 261.0700, 262.3500, 255.5626, 255.8000
08/06/24, 256.5700, 261.3600, 255.5300, 257.7700
08/05/24, 251.2100, 258.3300, 251.0000, 255.1800
08/02/24, 264.5000, 264.7700, 260.6900, 262.9000
08/01/24, 273.2500, 274.5100, 266.6121, 268.3000
07/31/24, 271.9400, 274.2896, 271.1000, 272.5700
07/30/24, 270.5000, 271.1500, 266.8700, 268.5900
07/29/24, 270.7300, 271.0800, 268.7704, 269.7100
07/26/24, 268.6400, 270.9900, 268.2500, 269.6900
07/25/24, 267.7000, 271.0700, 265.9450, 266.5000
07/24/24, 271.3400, 271.6100, 267.0800, 267.5300
07/23/24, 273.8700, 275.1395, 273.5600, 273.6900
07/22/24, 272.7800, 274.1493, 271.9000, 273.8900
07/19/24, 272.5600, 273.3300, 270.5000, 271.0600
07/18/24, 276.0000, 276.5500, 271.6500, 272.7600
07/17/24, 276.2400, 277.2700, 274.9850, 275.1600
07/16/24, 277.6000, 279.2100, 277.4000, 279.1000
07/15/24, 276.8000, 278.3000, 275.8800, 276.8200
07/12/24, 274.3500, 277.3570, 274.3389, 275.6400
07/11/24, 275.7500, 276.2600, 273.4400, 273.8300
07/10/24, 273.2100, 275.2100, 272.8500, 275.0600
07/09/24, 272.8200, 273.1800, 272.3110, 272.4200
07/08/24, 272.6500, 272.9200, 271.9100, 272.4900
07/05/24, 270.8200, 272.2600, 270.4000, 272.1200
07/03/24, 269.6100, 270.8995, 269.6100, 270.7100
07/02/24, 267.4600, 269.6300, 267.2500, 269.6000
07/01/24, 268.4900, 268.4900, 266.7300, 268.0500
06/28/24, 269.3700, 270.4100, 266.9500, 267.5100
06/27/24, 268.6200, 269.5890, 268.4900, 269.3800
06/26/24, 267.9800, 269.1000, 267.6300, 268.7300
06/25/24, 268.3700, 268.7400, 267.4900, 268.7400
06/24/24, 268.3400, 269.7790, 267.7800, 267.8600
06/21/24, 268.4200, 268.8100, 267.4612, 268.3100
06/20/24, 269.9400, 270.1900, 267.7500, 268.7200
06/18/24, 268.8600, 269.5400, 268.6600, 269.4000
06/17/24, 266.4100, 269.4000, 266.0400, 268.7200
06/14/24, 265.8600, 266.6900, 265.2400, 266.6900
06/13/24, 267.4700, 267.8000, 265.5000, 266.8900
06/12/24, 267.0900, 268.2150, 266.2100, 266.7700
06/11/24, 263.0000, 264.3500, 261.8800, 264.2800
06/10/24, 262.3300, 264.0000, 262.2000, 263.8300
06/07/24, 262.8900, 264.3000, 262.2458, 262.9500
06/06/24, 263.6500, 263.9614, 262.6000, 263.4500
06/05/24, 261.8000, 263.6800, 260.7000, 263.6800
06/04/24, 259.8400, 260.8900, 258.9500, 260.4900
06/03/24, 261.6600, 261.6600, 258.0772, 260.5200
05/31/24, 259.0000, 260.6000, 256.2500, 260.4400
05/30/24, 259.2800, 259.6200, 257.7500, 258.4500
05/29/24, 259.6200, 260.3690, 259.4300, 259.7200
05/28/24, 262.4700, 262.4700, 260.4900, 261.8700
05/24/24, 261.0400, 262.2100, 260.4468, 261.8700
05/23/24, 263.8600, 263.9200, 259.4300, 259.9900
05/22/24, 262.8600, 263.0650, 261.1345, 262.2200
05/21/24, 262.2000, 263.1600, 262.1300, 263.1100
05/20/24, 262.4300, 263.3550, 262.2100, 262.5700
05/17/24, 262.1500, 262.3000, 261.2400, 262.3000
05/16/24, 262.6800, 263.2800, 261.8600, 261.9300
05/15/24, 260.8500, 262.7300, 260.4428, 262.6400
05/14/24, 258.2300, 259.6700, 258.0830, 259.4500
05/13/24, 259.0800, 259.0800, 257.5600, 258.1900
05/10/24, 258.6700, 259.0300, 257.4500, 258.0500
05/09/24, 256.3000, 257.8800, 256.0000, 257.8100
05/08/24, 255.4800, 256.5450, 255.3300, 256.3000
05/07/24, 256.5900, 257.1700, 256.1400, 256.4800
05/06/24, 254.8000, 256.2500, 254.6200, 256.2500
05/03/24, 253.6000, 254.4000, 252.2000, 253.5300
05/02/24, 250.1300, 250.9200, 247.6100, 250.5600
05/01/24, 248.4600, 251.9750, 247.5950, 247.9900
04/30/24, 251.9400, 252.3300, 248.5600, 248.6100
04/29/24, 252.7500, 253.1200, 251.3500, 252.7700
04/26/24, 250.8600, 252.5399, 250.4350, 251.7800
04/25/24, 247.3100, 249.8853, 246.4332, 249.4600
04/24/24, 251.2100, 251.5100, 249.3000, 250.6500
04/23/24, 248.5700, 250.9500, 248.2720, 250.5900
04/22/24, 246.5900, 248.8800, 245.3800, 247.6400
04/19/24, 247.0700, 247.6900, 244.5700, 245.2300
04/18/24, 248.3200, 249.5316, 246.6500, 247.1700
04/17/24, 250.4400, 250.9300, 246.9800, 247.6800
04/16/24, 249.8900, 250.6500, 248.4700, 249.1400
04/15/24, 255.0000, 255.2050, 249.2600, 249.8900
04/12/24, 255.2700, 255.6371, 252.1600, 253.0000
04/11/24, 255.7500, 257.4300, 253.8800, 256.7000
04/10/24, 254.7200, 256.0400, 253.9200, 254.9700
04/09/24, 258.3500, 258.5000, 255.4000, 257.8500
04/08/24, 257.8000, 258.1400, 257.1000, 257.4800
04/05/24, 255.1100, 258.2000, 255.0000, 257.1800
04/04/24, 259.6500, 259.9858, 254.4400, 254.6100
04/03/24, 256.7300, 258.4400, 256.6575, 257.7000
04/02/24, 257.5000, 257.5000, 256.1900, 257.3000
04/01/24, 260.3200, 260.3800, 258.6799, 259.7000
03/28/24, 259.8000, 260.5800, 259.7600, 259.9000
03/27/24, 259.1300, 259.8500, 258.0100, 259.7300
03/26/24, 258.8000, 258.8300, 257.2800, 257.4600
03/25/24, 258.1000, 258.4900, 257.7900, 257.9200
03/22/24, 259.1900, 259.4500, 258.3400, 258.5000
03/21/24, 260.6500, 261.0700, 260.0400, 260.1400
03/20/24, 256.4600, 259.2000, 256.1900, 259.0700
03/19/24, 254.4300, 256.5500, 254.1716, 256.4700
03/18/24, 255.5800, 256.2100, 254.8100, 255.0000
03/15/24, 253.6000, 254.6482, 252.7000, 253.7100
03/14/24, 256.6900, 256.8700, 253.7200, 255.2200
03/13/24, 256.5700, 256.8700, 255.4700, 256.2100
03/12/24, 254.9900, 256.7400, 253.6500, 256.5300
03/11/24, 253.8900, 254.3500, 252.7030, 254.0200
03/08/24, 256.4200, 257.7100, 254.0401, 254.4300
03/07/24, 255.0000, 256.3700, 254.6500, 255.9100
03/06/24, 253.8700, 254.5100, 252.6800, 253.4400
03/05/24, 253.6800, 253.8599, 250.9100, 251.9500
03/04/24, 254.7800, 255.5818, 254.5320, 254.6500
03/01/24, 253.0400, 255.0650, 252.6847, 254.9000
02/29/24, 252.6800, 253.3000, 251.1200, 252.5800
02/28/24, 251.1000, 251.9612, 250.9700, 251.5200
02/27/24, 251.7900, 252.1000, 250.9450, 251.9400
02/26/24, 252.0200, 252.4400, 251.2020, 251.2400
02/23/24, 252.4600, 252.9200, 251.5300, 252.0000
02/22/24, 249.9600, 252.2100, 249.6100, 251.8300
02/21/24, 246.0500, 246.9900, 245.1300, 246.9500
02/20/24, 247.5500, 247.7508, 245.7600, 246.9000
02/16/24, 249.6100, 250.2250, 248.1000, 248.4600
02/15/24, 248.3400, 249.9398, 248.0200, 249.7700
02/14/24, 246.8700, 248.0300, 245.6100, 247.8600
02/13/24, 245.6100, 246.3200, 243.3500, 245.1500
02/12/24, 249.0400, 250.3359, 248.7200, 249.1400
02/09/24, 247.7500, 249.1500, 247.5100, 248.9000
02/08/24, 246.8100, 247.4700, 246.5100, 247.3900
02/07/24, 246.0000, 247.0900, 245.3850, 246.7800
02/06/24, 244.4800, 245.0200, 243.9000, 244.8500
02/05/24, 244.8300, 244.9900, 242.7400, 244.0200
02/02/24, 242.9600, 246.0100, 242.6922, 245.1800
02/01/24, 240.9000, 243.1000, 240.0400, 243.1000
01/31/24, 242.8400, 243.2400, 239.8560, 239.8700
01/30/24, 244.0700, 244.3300, 243.5700, 243.9800
01/29/24, 242.3400, 244.3400, 242.1250, 244.3200
01/26/24, 242.3100, 243.0200, 241.7300, 242.1200
01/25/24, 242.1900, 242.5586, 241.0700, 242.3200
01/24/24, 242.6600, 242.8700, 240.8500, 240.9800
01/23/24, 241.0200, 241.1700, 240.0600, 241.0200
01/22/24, 240.5400, 241.4000, 240.0500, 240.5800
01/19/24, 237.3800, 239.7350, 236.7600, 239.5400
01/18/24, 235.6400, 236.9550, 234.6200, 236.6600
01/17/24, 234.4100, 234.8700, 233.4300, 234.5900
01/16/24, 236.2900, 236.9102, 235.1000, 236.0100
01/12/24, 237.9800, 238.3700, 236.4200, 237.1100
01/11/24, 237.5200, 237.8600, 234.9200, 237.0700
01/10/24, 236.1200, 237.6607, 235.7900, 237.2300
01/09/24, 235.1510, 236.5600, 234.7400, 236.0100
01/08/24, 233.2700, 236.5600, 233.2600, 236.4500
01/05/24, 232.7000, 234.3900, 232.4000, 233.1200
01/04/24, 233.2600, 234.5500, 232.6600, 232.7700
01/03/24, 234.5300, 234.7350, 233.1100, 233.3700
01/02/24, 235.6500, 236.5100, 234.7650, 235.6300
12/29/23, 238.1400, 238.4700, 236.4800, 237.2200
12/28/23, 238.2500, 238.7399, 238.1300, 238.1300
12/27/23, 238.0000, 238.4400, 237.4700, 238.2500
12/26/23, 236.9800, 238.3100, 236.8559, 237.8000
12/22/23, 236.5900, 237.5150, 235.6400, 236.6300
12/21/23, 235.0800, 236.1700, 234.0600, 236.0900
12/20/23, 237.7400, 238.6900, 234.4400, 234.5100
12/19/23, 236.7200, 238.0950, 236.7200, 238.0600
12/18/23, 235.8600, 236.8150, 235.8200, 236.3300
12/15/23, 234.7900, 235.9387, 234.6300, 235.3100
12/14/23, 235.6600, 236.5800, 234.1900, 235.6300
12/13/23, 230.7700, 234.4250, 230.5450, 234.2400
12/12/23, 229.5900, 230.7801, 228.9600, 230.6600
12/11/23, 228.6900, 229.8300, 228.5100, 229.7900
12/08/23, 227.3600, 229.0900, 227.2700, 228.8500
12/07/23, 226.9900, 228.0500, 226.7100, 227.7600
12/06/23, 227.8900, 228.1596, 225.8800, 225.9500
12/05/23, 226.5800, 227.4535, 226.2050, 226.9100
12/04/23, 226.5800, 227.4300, 226.0800, 227.3500
12/01/23, 225.9900, 228.3300, 225.5850, 228.1700
11/30/23, 225.7300, 226.3850, 224.8200, 226.2600
11/29/23, 226.3800, 227.1900, 225.1100, 225.3300
11/28/23, 224.7700, 225.9050, 224.4500, 225.2300
11/27/23, 225.1200, 225.5300, 224.7700, 225.0900
11/24/23, 225.0400, 225.4400, 225.0100, 225.3800
11/22/23, 224.8500, 225.7600, 224.5300, 225.1400
11/21/23, 224.2500, 224.4300, 223.6100, 224.1800
11/20/23, 223.1100, 225.2500, 223.0000, 224.7900
11/17/23, 222.8660, 223.4400, 222.4200, 223.1100
11/16/23, 222.3000, 222.8800, 221.6034, 222.5500
11/15/23, 222.8600, 223.8000, 222.2900, 222.7000
11/14/23, 220.5100, 222.7800, 220.5100, 222.1500
11/13/23, 216.8100, 217.8595, 216.3400, 217.3300
11/10/23, 215.1000, 217.6100, 214.4500, 217.4600
11/09/23, 216.6300, 216.7800, 214.0600, 214.2700
11/08/23, 216.3400, 216.7200, 215.0000, 216.1100
11/07/23, 215.3800, 216.5000, 214.9000, 216.1400
11/06/23, 215.8300, 216.0660, 214.4700, 215.5000
11/03/23, 214.3200, 216.2000, 214.2700, 215.4100
11/02/23, 210.8500, 213.1100, 210.8500, 213.0100
11/01/23, 207.1400, 209.2200, 206.8700, 208.8600
10/31/23, 205.6300, 206.9950, 204.8200, 206.7900
10/30/23, 204.5300, 205.9800, 203.7600, 205.4600
10/27/23, 205.0000, 205.1100, 202.4400, 203.1200
10/26/23, 205.9200, 206.3599, 203.6300, 204.2200
10/25/23, 208.4500, 208.5350, 206.0898, 206.3600
10/24/23, 209.0700, 210.2100, 208.1200, 209.4700
10/23/23, 207.6700, 209.9700, 206.6600, 207.9000
10/20/23, 210.8600, 211.0500, 208.3800, 208.4700
10/19/23, 213.4000, 214.3500, 210.6900, 211.0800
10/18/23, 215.1100, 215.6300, 212.5900, 213.0900
10/17/23, 214.3700, 217.3800, 214.1700, 216.2900
10/16/23, 214.7300, 216.4600, 214.5600, 216.0100
10/13/23, 215.5300, 216.0100, 212.7500, 213.5300
10/12/23, 216.6300, 216.7150, 213.5300, 214.7400
10/11/23, 216.2000, 216.6300, 214.8800, 216.4800
10/10/23, 214.6000, 216.9500, 214.5700, 215.6300
10/09/23, 211.9100, 214.6500, 211.7550, 214.3000
10/06/23, 209.0600, 213.7750, 208.5700, 212.9600
10/05/23, 210.3800, 210.8600, 208.7800, 210.4500
10/04/23, 209.2300, 210.8900, 208.4000, 210.5600
10/03/23, 211.0000, 211.6900, 208.3299, 209.0500
10/02/23, 212.2000, 212.8500, 210.7400, 212.1300
09/29/23, 214.5500, 214.6700, 211.7900, 212.4100
09/28/23, 211.4200, 213.8700, 211.1400, 213.0300
09/27/23, 212.1200, 212.4600, 209.8401, 211.6300
09/26/23, 213.0600, 213.4300, 211.0100, 211.4100
09/25/23, 213.1500, 214.5000, 212.7500, 214.5000
09/22/23, 214.6800, 215.3000, 213.4000, 213.6400
09/21/23, 216.3600, 216.4200, 213.9800, 214.0900
09/20/23, 221.1300, 221.4900, 218.4450, 218.5400
09/19/23, 220.6100, 220.8700, 219.1700, 220.4900
09/18/23, 220.9100, 221.6850, 220.5500, 221.0500
09/15/23, 222.8900, 222.9200, 220.7600, 221.0300
09/14/23, 222.8500, 223.9800, 222.3400, 223.6600
09/13/23, 221.7900, 222.3000, 221.0992, 221.7600
09/12/23, 222.1400, 222.9700, 221.4499, 221.7300
09/11/23, 222.6600, 223.0400, 221.9500, 222.8100
09/08/23, 221.2100, 222.1760, 220.9800, 221.4200
09/07/23, 220.3800, 221.5000, 220.0800, 221.1800
09/06/23, 222.9900, 223.1800, 220.7500, 221.9400
09/05/23, 224.2600, 224.6400, 223.2800, 223.3400
09/01/23, 225.3400, 225.7800, 223.9600, 224.6800
08/31/23, 224.5000, 225.1785, 223.8800, 223.9400
08/30/23, 223.2500, 224.5000, 223.0460, 224.1800
08/29/23, 219.9400, 223.3200, 219.8000, 223.1900
08/28/23, 219.5700, 220.3200, 219.1000, 219.9900
08/25/23, 217.9800, 219.2400, 216.0500, 218.5900
08/24/23, 220.7000, 221.1400, 217.0800, 217.1100
08/23/23, 218.0800, 220.4000, 218.0800, 220.0600
08/22/23, 219.2200, 219.2200, 217.3800, 217.6800
08/21/23, 217.4100, 218.6800, 216.3600, 218.2600
08/18/23, 215.2300, 217.5600, 215.0300, 217.0100
08/17/23, 219.2800, 219.5000, 216.5500, 216.7600
08/16/23, 220.1300, 220.9600, 218.5500, 218.5500
08/15/23, 222.0000, 222.2400, 220.0400, 220.3700
08/14/23, 221.3200, 222.9200, 221.0500, 222.9000
08/11/23, 221.1000, 222.4100, 220.7700, 221.8000
08/10/23, 223.2400, 224.8780, 221.3400, 222.0100
08/09/23, 223.6600, 223.6900, 221.5600, 221.9700
08/08/23, 223.2000, 223.7680, 221.7000, 223.5700
08/07/23, 223.7200, 224.7100, 223.2194, 224.6100
08/04/23, 224.7400, 225.8400, 222.6100, 222.9000
08/03/23, 223.4800, 224.7699, 222.9900, 223.8500
08/02/23, 225.9900, 226.1400, 224.0700, 224.5000
08/01/23, 227.6500, 228.0000, 227.0700, 227.7300
07/31/23, 228.1200, 228.5600, 227.5600, 228.3500
07/28/23, 227.1700, 228.0300, 226.7701, 227.6600
07/27/23, 228.8100, 228.9650, 224.8300, 225.3100
07/26/23, 226.4300, 227.7700, 226.0500, 227.0600
07/25/23, 226.0200, 227.5999, 226.0200, 226.8900
07/24/23, 226.0500, 226.7100, 225.6400, 226.3200
07/21/23, 226.4200, 226.5360, 225.4600, 225.5200
07/20/23, 226.6100, 227.0100, 225.1400, 225.5400
07/19/23, 227.0800, 227.7600, 226.6800, 227.1800
07/18/23, 224.7000, 226.9200, 224.5300, 226.5900
07/17/23, 223.9500, 225.3600, 223.7600, 224.8000
07/14/23, 224.8500, 224.8600, 223.5000, 223.9500
07/13/23, 223.4600, 224.6400, 223.1300, 224.2800
07/12/23, 222.5700, 223.1000, 221.8600, 222.4000
07/11/23, 219.3800, 220.9300, 219.0100, 220.7100
07/10/23, 217.9000, 219.0300, 217.8004, 218.9900
07/07/23, 217.9100, 220.0800, 217.8100, 218.0400
07/06/23, 218.5400, 218.5400, 216.8319, 218.3100
07/05/23, 220.0800, 220.6099, 219.6300, 220.2700
07/03/23, 220.2800, 220.9400, 220.0500, 220.9400
06/30/23, 219.6100, 220.8600, 219.4800, 220.2800
06/29/23, 216.9000, 218.1000, 216.6600, 218.0200
06/28/23, 216.4800, 217.5100, 215.9600, 216.9800
06/27/23, 214.7500, 217.1100, 214.5500, 216.8000
06/26/23, 214.8000, 215.8200, 214.1400, 214.1900
06/23/23, 215.1300, 215.8900, 214.5800, 214.9400
06/22/23, 216.5100, 217.5900, 216.1700, 217.5600
06/21/23, 217.8200, 218.0786, 216.7000, 216.9800
06/20/23, 218.3800, 218.6700, 217.0700, 218.1800
06/16/23, 221.4200, 221.4200, 219.1300, 219.2600
06/15/23, 216.9900, 220.7100, 216.9100, 220.0900
06/14/23, 217.5500, 218.5293, 215.7000, 217.4400
06/13/23, 216.7800, 217.7700, 216.4600, 217.4400
06/12/23, 214.5000, 215.8600, 214.0500, 215.8500
06/09/23, 214.1000, 215.0800, 213.4100, 213.9300
06/08/23, 212.6300, 213.9700, 212.0850, 213.7000
06/07/23, 213.3400, 214.1200, 212.3900, 212.7000
06/06/23, 212.0000, 213.3700, 211.6367, 213.1200
06/05/23, 212.7400, 213.3640, 207.4650, 212.1500
06/02/23, 210.6800, 213.0850, 210.5000, 212.7100
06/01/23, 207.3000, 209.8000, 206.6500, 209.2500
05/31/23, 207.4900, 207.9750, 206.3031, 207.1800
05/30/23, 209.6300, 209.6800, 207.6900, 208.4300
05/26/23, 206.0000, 208.7200, 205.9702, 208.3600
05/25/23, 205.8700, 206.3250, 204.5300, 205.6500
05/24/23, 205.0000, 205.1300, 203.6900, 204.2600
05/23/23, 207.3000, 207.9900, 205.6400, 205.8500
05/22/23, 207.6800, 208.8100, 207.2000, 208.0500
05/19/23, 208.6400, 208.8400, 207.0700, 207.6900
05/18/23, 206.0000, 208.3700, 205.8200, 208.1900
05/17/23, 204.4600, 206.4500, 203.6500, 206.1400
05/16/23, 204.4100, 204.8100, 203.4700, 203.5000
05/15/23, 204.1700, 205.3800, 203.7100, 205.0900
05/12/23, 205.0400, 205.2800, 202.9300, 204.2200
05/11/23, 204.4700, 204.7000, 203.4900, 204.7000
05/10/23, 205.6200, 205.9395, 203.0500, 204.9700
05/09/23, 204.0300, 204.6300, 203.8000, 204.0700
05/08/23, 204.9300, 205.1000, 204.1200, 204.9100
05/05/23, 202.8500, 205.2700, 202.7864, 204.6900
05/04/23, 201.8400, 202.0200, 200.2000, 200.9800
05/03/23, 203.8500, 205.4900, 202.3500, 202.4900
05/02/23, 205.6200, 205.9000, 202.0700, 203.6800
05/01/23, 206.0000, 207.1800, 205.9900, 206.2000
04/28/23, 204.0000, 206.3000, 204.0000, 206.3000
04/27/23, 201.8600, 204.6900, 201.8300, 204.5200
04/26/23, 202.1600, 202.5094, 200.4100, 200.7500
04/25/23, 204.0200, 204.2300, 201.6150, 201.6600
04/24/23, 204.9000, 205.4400, 204.1000, 205.0800
04/21/23, 204.9600, 205.2400, 203.9200, 205.0000
04/20/23, 204.4600, 205.7700, 204.0700, 204.8200
04/19/23, 205.0300, 206.4780, 204.9700, 206.1000
04/18/23, 206.6800, 206.8300, 205.3000, 206.0000
04/17/23, 205.0300, 205.9100, 204.4500, 205.9000
04/14/23, 205.3300, 206.5000, 203.8100, 205.0800
04/13/23, 203.5300, 205.8000, 203.3400, 205.6500
04/12/23, 205.0000, 205.2600, 202.7100, 203.0100
04/11/23, 203.8700, 204.6400, 203.4000, 203.8700
04/10/23, 202.0000, 203.6800, 201.6500, 203.6600
04/06/23, 202.2400, 203.3376, 201.4500, 203.2000
04/05/23, 202.6900, 203.1600, 201.5800, 202.5300
04/04/23, 205.0000, 205.0600, 202.5300, 203.2700
04/03/23, 203.7200, 204.9900, 203.3300, 204.6400
03/31/23, 201.5700, 204.1900, 201.5700, 204.1000
03/30/23, 201.2700, 201.5900, 200.1200, 201.0700
03/29/23, 199.0900, 200.0900, 198.6100, 199.9900
03/28/23, 197.2000, 197.6500, 196.1400, 197.1500
03/27/23, 198.2700, 198.6000, 196.9200, 197.4300
03/24/23, 194.8800, 196.9700, 193.6500, 196.9300
03/23/23, 196.8500, 198.9500, 194.2500, 195.7000
03/22/23, 199.8500, 201.4050, 196.1200, 196.1300
03/21/23, 198.7600, 200.0499, 198.2300, 199.7000
03/20/23, 195.7500, 197.3800, 195.2900, 196.8900
03/17/23, 197.2500, 197.4300, 194.3800, 195.1900
03/16/23, 193.3300, 197.9100, 192.8000, 197.7400
03/15/23, 192.6300, 194.4000, 191.5300, 194.3800
03/14/23, 195.5000, 196.9500, 193.5700, 195.8900
03/13/23, 190.9000, 195.1600, 190.1800, 192.4600
03/10/23, 196.2500, 197.0000, 192.2600, 193.2600
03/09/23, 200.8000, 201.7500, 196.1200, 196.5700
03/08/23, 200.4000, 201.0000, 199.4000, 200.5300
03/07/23, 203.1000, 203.4700, 199.9501, 200.2700
03/06/23, 203.8600, 204.9800, 203.0300, 203.3000
03/03/23, 201.0800, 203.7000, 200.9100, 203.5700
03/02/23, 197.9900, 200.8000, 197.4950, 200.3100
03/01/23, 199.3800, 200.0000, 198.2000, 200.0000
02/28/23, 200.2500, 201.0800, 199.5200, 199.5200
02/27/23, 201.3100, 202.0300, 199.7200, 200.1900
02/24/23, 199.2900, 199.9300, 198.1600, 199.4800
02/23/23, 202.0900, 202.4580, 199.3800, 201.7300
02/22/23, 201.0000, 201.9600, 199.9296, 200.6600
02/21/23, 203.1500, 203.5000, 200.6500, 200.8300
02/17/23, 204.7700, 205.2327, 203.5310, 205.0800
02/16/23, 205.9700, 208.0200, 205.5400, 205.6800
02/15/23, 206.4600, 208.4978, 206.0400, 208.4600
02/14/23, 206.6500, 208.6593, 205.3100, 207.5300
02/13/23, 205.4100, 207.5000, 204.9900, 207.4500
02/10/23, 204.0200, 205.1796, 203.4700, 205.0100
02/09/23, 208.4600, 208.6100, 204.1000, 204.6400
02/08/23, 207.9100, 208.7100, 206.2600, 206.6500
02/07/23, 206.0000, 209.5630, 205.0300, 208.8800
02/06/23, 206.4100, 207.0700, 205.5000, 206.2800
02/03/23, 207.5100, 210.1800, 207.0400, 207.8400
02/02/23, 209.0000, 210.8800, 208.1000, 210.0100
02/01/23, 203.9100, 208.3200, 202.5100, 206.9200
01/31/23, 201.6500, 204.4900, 201.4500, 204.4300
01/30/23, 202.2800, 203.6100, 201.0900, 201.2100
01/27/23, 202.6000, 205.0500, 202.5750, 203.9400
01/26/23, 202.3500, 203.2800, 200.8500, 203.1200
01/25/23, 198.9500, 201.2000, 197.5900, 201.0500
01/24/23, 200.4000, 201.4550, 199.7400, 200.9500
01/23/23, 199.2000, 202.1600, 198.7000, 201.2800
01/20/23, 195.8500, 198.8100, 194.9300, 198.7600
01/19/23, 195.4100, 196.2400, 194.3200, 195.0200
01/18/23, 200.4000, 201.0900, 196.5600, 196.6200
01/17/23, 200.0400, 200.8800, 199.3400, 199.7700
01/13/23, 197.6200, 200.2690, 197.3001, 200.0400
01/12/23, 198.7900, 199.8000, 196.6300, 199.1900
01/11/23, 196.5500, 198.2500, 196.1539, 198.2300
01/10/23, 193.6500, 195.6500, 193.2900, 195.6500
01/09/23, 195.4570, 196.8882, 194.0080, 194.1200
01/06/23, 191.1200, 194.6400, 189.8500, 194.0400
01/05/23, 191.2200, 191.2700, 189.4600, 189.8500
01/04/23, 191.5100, 193.0600, 190.1400, 192.1000
01/03/23, 192.3800, 193.3600, 188.9300, 190.4100
12/30/22, 190.1800, 191.2700, 189.2800, 191.1900
12/29/22, 189.4900, 192.1600, 189.3660, 191.6800
12/28/22, 190.6500, 191.5000, 188.0600, 188.2200
12/27/22, 191.3900, 191.5200, 189.7500, 190.6200
12/23/22, 190.0000, 191.4400, 189.0100, 191.4200
12/22/22, 191.6100, 191.6800, 187.3800, 190.3700
12/21/22, 192.4700, 194.6516, 192.2000, 194.0400
12/20/22, 190.4200, 191.9700, 189.7300, 191.1500
12/19/22, 192.8000, 192.9200, 189.9500, 190.7500
12/16/22, 193.5100, 194.2200, 191.4200, 192.6900
12/15/22, 197.2100, 197.7100, 194.0700, 194.9200
12/14/22, 200.9200, 202.7200, 198.2700, 199.9000
12/13/22, 205.6280, 205.6280, 199.6200, 201.0200
12/12/22, 197.0000, 199.5300, 196.7000, 199.5300
12/09/22, 197.5300, 198.8300, 196.6230, 196.7000
12/08/22, 197.5500, 198.9180, 196.8220, 198.3600
12/07/22, 196.4500, 197.9700, 196.0200, 196.6600
12/06/22, 199.9100, 200.0500, 195.8400, 196.9800
12/05/22, 202.5100, 202.9600, 199.2500, 199.9800
12/02/22, 201.5500, 204.4800, 201.1974, 203.9900
12/01/22, 204.8300, 205.4700, 202.7900, 204.1800
11/30/22, 198.1400, 204.1000, 197.0400, 204.0600
11/29/22, 198.4900, 199.0600, 197.1000, 197.9600
11/28/22, 199.9300, 200.7550, 197.8037, 198.2700
11/25/22, 201.2200, 201.8300, 201.0300, 201.5400
11/23/22, 200.0000, 201.7550, 199.8258, 201.3900
11/22/22, 198.1300, 200.2864, 197.7900, 200.1700
11/21/22, 197.7200, 198.2100, 196.6500, 197.5800
11/18/22, 199.0800, 199.4100, 196.9000, 198.4200
11/17/22, 195.6700, 197.8950, 195.4500, 197.4900
11/16/22, 199.4500, 199.7200, 198.0300, 198.3200
11/15/22, 201.5000, 202.1400, 198.3400, 200.3600
11/14/22, 199.2600, 200.9200, 198.2100, 198.3500
11/11/22, 198.5800, 200.7000, 197.8200, 200.1600
11/10/22, 194.3500, 198.3100, 193.6500, 198.1400
11/09/22, 190.4600, 191.0400, 187.2100, 187.5300
11/08/22, 191.2500, 193.3100, 189.4200, 191.6600
11/07/22, 189.5900, 190.9700, 188.4700, 190.6600
11/04/22, 189.3200, 190.3000, 185.7500, 188.9400
11/03/22, 186.5000, 188.0927, 185.1300, 186.5400
11/02/22, 193.0700, 195.2700, 188.2900, 188.3400
11/01/22, 196.0000, 196.4390, 192.7600, 193.4300
10/31/22, 193.9900, 195.1700, 193.5100, 194.0300
10/28/22, 190.8400, 195.5300, 190.7400, 195.2900
10/27/22, 192.4600, 193.4700, 190.6100, 190.8500
10/26/22, 191.2600, 194.6400, 191.2600, 191.7500
10/25/22, 189.5700, 193.1600, 189.5300, 192.9400
10/24/22, 188.3800, 190.1150, 186.6900, 189.5100
10/21/22, 182.9900, 187.7785, 182.2850, 187.4900
10/20/22, 184.5400, 186.9900, 182.8100, 183.2700
10/19/22, 185.2500, 186.6415, 183.3400, 184.8700
10/18/22, 188.1400, 188.7000, 184.7100, 186.4600
10/17/22, 182.7600, 184.8100, 182.5800, 184.2100
10/14/22, 185.0900, 185.9900, 179.1400, 179.4200
