Date,Close/Last,Volume,Open,High,Low
07/26/2024,66.8897,26068,66.49,67.05,66.40
07/25/2024,66.4219,34021,66.63,66.89,66.42
07/24/2024,67.0476,61766,67.34,67.69,66.96
07/23/2024,67.7287,16188,67.90,67.90,67.565
07/22/2024,69.04,26658,68.87,69.16,68.8542
07/19/2024,68.08,43548,68.17,68.34,68.04
07/18/2024,68.30,21525,68.78,69.11,68.29
07/17/2024,68.79,17401,69.12,69.12,68.59
07/16/2024,69.55,16549,69.18,69.57,69.14
07/15/2024,69.51,35870,70.02,70.55,69.375
07/12/2024,70.74,295600,71.13,71.40,70.74
07/11/2024,70.30,16915,70.11,70.53,70.06
07/10/2024,68.9098,19874,68.94,69.00,68.699
07/09/2024,69.19,134108,68.45,69.20,68.45
07/08/2024,68.3073,30769,68.39,68.39,68.1952
07/05/2024,68.9234,190933,69.10,69.14,68.73
07/03/2024,70.03,6307,69.57,70.1483,69.57
07/02/2024,69.14,22044,68.87,69.14,68.6801
07/01/2024,68.80,14780,69.04,69.05,68.74
06/28/2024,68.45,26221,68.86,68.86,68.40
06/27/2024,68.33,18718,68.93,68.93,68.2758
06/26/2024,69.7502,11504,69.71,69.7676,69.56
06/25/2024,69.4943,8423,69.67,69.67,69.4201
06/24/2024,70.1182,4550,70.06,70.545,70.06
06/21/2024,70.5293,13153,70.76,70.77,70.4349
06/20/2024,71.16,15062,71.53,71.53,70.98
06/18/2024,71.4594,31066,71.36,71.6299,71.34
06/17/2024,71.43,7794,71.14,71.47,71.0101
06/14/2024,70.91,7882,71.01,71.0682,70.80
06/13/2024,71.18,26307,71.50,71.55,71.04
06/12/2024,71.38,9618,71.64,71.79,71.31
06/11/2024,71.13,18279,71.37,71.37,70.86
06/10/2024,71.78,6250,71.40,71.88,71.40
06/07/2024,71.31,25622,71.80,71.88,71.284
06/06/2024,72.58,30393,72.42,72.67,72.20
06/05/2024,72.55,9557,72.47,72.55,72.38
06/04/2024,72.53,12688,72.55,72.95,72.25
06/03/2024,71.88,78587,72.23,72.29,71.56
05/31/2024,71.77,19308,71.60,71.83,71.29
05/30/2024,72.91,12083,72.27,73.02,72.27
05/29/2024,72.73,149087,72.47,72.875,72.35
05/28/2024,73.295,13050,73.62,73.63,73.20
05/24/2024,73.32,16535,73.405,73.49,73.0635
05/23/2024,73.44,40067,74.28,74.41,73.25
05/22/2024,74.72,36909,75.30,75.391,74.67
05/21/2024,75.23,15035,75.26,75.47,75.04
05/20/2024,76.41,23475,76.41,76.5955,76.2249
05/17/2024,76.98,41716,76.69,77.33,76.45
05/16/2024,76.36,13910,75.65,76.43,75.34
05/15/2024,75.20,20177,75.24,75.24,74.575
05/14/2024,74.78,36815,74.50,74.92,74.50
05/13/2024,75.10,33991,74.74,75.24,74.74
05/10/2024,73.82,21178,74.26,74.26,73.61
05/09/2024,73.44,33811,73.39,73.44,73.06
05/08/2024,71.97,215174,71.4694,71.98,71.4694
05/07/2024,72.58,12111,72.56,72.62,72.4051
05/06/2024,73.07,24851,73.31,73.5258,73.00
05/03/2024,73.06,13511,72.84,73.14,72.63
05/02/2024,72.73,509497,70.96,72.97,70.81
05/01/2024,69.21,13141,68.92,69.78,68.90
04/30/2024,68.89,71256,69.32,69.53,68.89
04/29/2024,70.17,22927,69.89,70.19,69.76
04/26/2024,69.44,22272,69.47,69.73,69.25
04/25/2024,68.1634,21618,67.64,68.20,67.50
04/24/2024,67.76,36949,67.81,67.84,67.55
04/23/2024,66.93,15099,66.43,66.95,66.43
04/22/2024,66.30,17387,65.51,66.36,65.51
04/19/2024,65.33,19281,65.33,65.365,65.10
04/18/2024,65.52,40321,65.35,65.7611,65.35
04/17/2024,64.86,46171,65.21,65.25,64.84
04/16/2024,64.51,126839,64.60,64.80,64.28
04/15/2024,65.28,75617,65.88,66.00,65.155
04/12/2024,65.07,51367,65.88,65.88,64.94
04/11/2024,66.80,656465,67.12,67.22,66.48
04/10/2024,66.35,71505,66.51,66.73,66.21
04/09/2024,66.9126,8963,66.89,66.93,66.70
04/08/2024,66.34,16061,66.35,66.65,66.30
04/05/2024,66.13,27810,66.26,66.44,66.03
04/04/2024,66.60,13793,67.34,67.3595,66.57
04/03/2024,66.87,66313,66.61,66.98,66.52
04/02/2024,66.96,29823,67.17,67.355,66.87
04/01/2024,66.91,30991,66.79,67.2461,66.68
03/28/2024,65.78,20765,65.78,66.07,65.7377
03/27/2024,65.32,33263,65.12,65.35,64.9754
03/26/2024,65.58,87819,65.73,65.79,65.58
03/25/2024,65.52,56269,65.56,65.8565,65.42
03/22/2024,65.68,73379,65.81,65.90,65.58
03/21/2024,66.71,36478,67.23,67.235,66.71
03/20/2024,67.33,62988,67.25,67.49,66.88
03/19/2024,66.67,41028,66.67,66.8014,66.31
03/18/2024,67.08,34036,67.28,67.30,67.00
03/15/2024,66.60,58497,66.74,66.985,66.60
03/14/2024,66.69,107214,67.22,67.22,66.54
03/13/2024,67.61,81982,67.76,68.15,67.55
03/12/2024,67.43,112136,67.23,67.49,67.0401
03/11/2024,66.36,40247,66.05,66.6718,66.05
03/08/2024,64.91,18821,64.96,65.169,64.71
03/07/2024,64.66,17265,64.49,64.72,64.3501
03/06/2024,65.06,48325,65.62,65.68,65.06
03/05/2024,64.16,133880,64.38,64.65,64.11
03/04/2024,64.86,62827,65.55,65.55,64.7597
03/01/2024,65.87,62284,65.62,65.9699,65.58
02/29/2024,64.89,82355,65.32,65.3399,64.83
02/28/2024,64.4355,27717,64.80,65.04,64.42
02/27/2024,66.41,27794,66.26,66.6183,66.26
02/26/2024,65.46,25616,65.56,65.79,65.3641
02/23/2024,65.86,20944,66.12,66.17,65.665
02/22/2024,65.62,72001,65.57,65.72,65.1612
02/21/2024,64.70,58161,64.78,65.255,64.62
02/20/2024,63.61,58013,64.06,64.06,63.35
02/16/2024,64.02,49174,64.14,64.50,64.02
02/15/2024,63.05,40848,62.76,63.13,62.76
02/14/2024,62.82,117134,62.69,62.85,62.455
02/13/2024,62.10,50309,62.41,63.0994,61.9071
02/12/2024,63.23,63223,62.75,63.7593,62.75
02/09/2024,62.35,222368,61.86,62.35,61.4311
02/08/2024,61.88,882974,62.47,62.47,61.82
02/07/2024,62.76,166603,62.67,63.17,62.3798
02/06/2024,63.16,704764,62.53,63.222,62.1411
02/05/2024,60.10,64691,59.79,60.2425,59.53
02/02/2024,59.68,40709,59.75,59.80,59.4501
02/01/2024,60.85,40332,60.81,61.13,60.5261
01/31/2024,60.70,46317,60.28,61.3218,60.28
01/30/2024,61.11,23757,61.17,61.4091,60.9201
01/29/2024,62.38,86992,63.06,63.06,62.055
01/26/2024,63.47,132830,63.18,63.66,63.18
01/25/2024,63.75,355489,64.33,64.3999,63.73
01/24/2024,63.75,1609118,64.15,64.245,63.63
01/23/2024,61.91,42368,61.53,62.34,61.5213
01/22/2024,60.04,91026,59.58,60.06,59.58
01/19/2024,61.75,154976,61.08,61.88,60.7201
01/18/2024,61.56,518808,61.84,61.84,61.4501
01/17/2024,61.38,117567,61.03,61.47,60.95
01/16/2024,62.81,838420,63.67,63.67,62.805
01/12/2024,64.50,112141,64.88,65.17,64.43
01/11/2024,64.73,952180,64.81,64.82,64.26
01/10/2024,64.07,1273833,64.35,64.35,63.901
01/09/2024,64.22,17314,64.10,64.3317,64.0794
01/08/2024,64.93,58897,64.46,65.0731,64.2284
01/05/2024,65.71,63095,66.05,66.09,65.57
01/04/2024,66.26,59913,66.54,66.58,66.1833
01/03/2024,66.97,606007,66.37,67.09,66.36
01/02/2024,66.52,89379,66.88,66.88,66.31
12/29/2023,68.12,49706,67.76,68.2053,67.70
12/28/2023,67.63,138804,67.18,67.9171,67.18
12/27/2023,65.97,878894,65.85,66.09,65.67
12/26/2023,65.81,473562,65.59,66.00,65.42
12/22/2023,65.46,252036,65.02,65.7599,65.02
12/21/2023,66.89,63583,66.41,66.97,66.24
12/20/2023,65.22,131671,65.93,66.17,65.1819
12/19/2023,66.93,130324,66.56,67.14,66.56
12/18/2023,66.35,66022,66.54,66.83,66.06
12/15/2023,68.63,52154,68.90,69.19,68.5101
12/14/2023,69.02,520758,68.21,69.04,68.21
12/13/2023,68.13,40489,67.72,68.29,67.145
12/12/2023,68.27,385544,68.08,68.40,67.8443
12/11/2023,68.15,73560,67.72,68.15,67.665
12/08/2023,67.42,134777,67.62,67.9017,67.36
12/07/2023,68.25,50912,68.18,68.32,67.88
12/06/2023,68.18,34322,68.48,68.68,68.01
12/05/2023,68.06,138136,67.82,68.25,67.71
12/04/2023,69.27,69454,69.27,69.57,69.09
12/01/2023,70.25,35878,69.83,70.2788,69.65
11/30/2023,70.72,34105,70.64,70.72,70.0801
11/29/2023,70.35,181464,70.49,70.87,70.20
11/28/2023,71.52,58749,70.90,71.61,70.90
11/27/2023,71.28,51228,71.59,71.59,71.11
11/24/2023,72.06,15527,71.48,72.26,71.48
11/22/2023,71.59,47934,71.89,71.89,71.42
11/21/2023,71.99,1160500,72.26,72.6313,71.62
11/20/2023,73.18,167174,72.24,73.255,72.24
11/17/2023,71.66,75637,71.46,71.77,71.3711
11/16/2023,71.15,53911,71.30,71.73,70.91
11/15/2023,73.54,367983,73.35,74.1799,73.24
11/14/2023,72.45,41688,71.68,72.515,71.65
11/13/2023,71.07,77083,70.89,71.32,70.5701
11/10/2023,70.21,36503,70.25,70.35,69.72
11/09/2023,70.36,42613,71.25,71.2899,70.27
11/08/2023,71.42,32356,71.50,71.645,71.17
11/07/2023,71.69,33025,71.42,71.6961,70.92
11/06/2023,71.65,29419,72.43,72.43,71.65
11/03/2023,71.37,296868,70.58,71.50,70.58
11/02/2023,69.44,42328,69.48,69.7276,69.23
11/01/2023,69.03,49651,68.73,69.16,68.585
10/31/2023,69.05,14410,68.90,69.16,68.38
10/30/2023,69.96,21814,70.34,70.52,69.76
10/27/2023,69.17,36881,69.69,69.815,68.98
10/26/2023,68.55,48402,68.44,69.00,68.265
10/25/2023,68.61,31597,68.33,68.86,68.235
10/24/2023,69.61,29171,68.19,69.91,68.19
10/23/2023,67.76,36523,67.23,67.9831,66.81
10/20/2023,67.59,110904,67.97,68.18,67.59
10/19/2023,68.66,44042,68.83,69.17,68.57
10/18/2023,69.63,39688,70.02,70.17,69.55
10/17/2023,70.955,45073,70.52,71.145,70.52
10/16/2023,71.35,38846,70.74,71.55,70.465
10/13/2023,71.30,41750,71.27,71.637,71.07
10/12/2023,71.77,37524,72.94,72.94,71.504
10/11/2023,72.83,46806,72.99,73.2885,72.61
10/10/2023,72.36,29721,71.64,72.5102,71.64
10/09/2023,71.25,23734,70.78,71.2799,70.7094
10/06/2023,71.36,29034,70.17,71.3991,70.17
10/05/2023,69.75,26195,69.48,69.86,69.30
10/04/2023,69.50,22680,69.62,69.681,69.32
10/03/2023,69.97,16951,69.94,70.17,69.86
10/02/2023,71.32,112966,71.42,71.615,71.08
09/29/2023,71.55,29022,72.14,72.16,71.515
09/28/2023,70.95,10179,70.59,71.0688,70.57
09/27/2023,71.13,14057,71.22,71.22,70.777
09/26/2023,70.89,26272,70.91,71.23,70.77
09/25/2023,71.66,43722,71.23,71.66,71.23
09/22/2023,72.59,14928,73.00,73.00,72.41
09/21/2023,70.54,31769,70.49,70.74,70.42
09/20/2023,71.79,49348,72.21,72.52,71.77
09/19/2023,72.36,14429,72.73,72.8591,72.25
09/18/2023,72.81,31338,72.60,72.82,72.3124
09/15/2023,72.70,23950,72.90,73.1211,72.595
09/14/2023,73.36,38236,73.08,73.41,72.91
09/13/2023,72.95,21895,72.91,73.1337,72.72
09/12/2023,73.38,22332,73.00,73.60,73.00
09/11/2023,73.39,40444,73.50,73.50,73.11
09/08/2023,72.08,70233,72.38,72.5289,71.9199
09/07/2023,72.41,26242,72.87,72.87,72.2623
09/06/2023,74.67,42889,74.57,75.1299,74.4127
09/05/2023,74.46,14977,74.71,74.9599,74.455
09/01/2023,75.32,52853,74.98,75.96,74.98
08/31/2023,73.86,22932,74.00,74.13,73.585
08/30/2023,74.62,25178,73.95,74.62,73.95
08/29/2023,75.05,31530,74.22,75.12,74.02
08/28/2023,73.30,22692,72.85,73.40,72.78
08/25/2023,71.92,21516,71.97,71.97,71.15
08/24/2023,72.08,17822,72.26,72.40,71.76
08/23/2023,71.76,259922,71.14,71.9751,71.03
08/22/2023,71.14,36762,71.59,71.59,70.9062
08/21/2023,71.32,34636,70.77,71.32,70.555
08/18/2023,71.29,870110,71.39,71.6642,71.14
08/17/2023,73.06,47984,73.79,73.79,72.915
08/16/2023,72.30,49478,72.46,72.8295,72.20
08/15/2023,73.59,24389,74.26,74.26,73.34
08/14/2023,74.69,71377,74.33,74.96,73.90
08/11/2023,75.22,23934,75.42,75.54,74.6501
08/10/2023,77.50,69134,77.69,78.455,77.15
08/09/2023,77.04,34497,77.41,77.41,76.42
08/08/2023,76.62,45798,76.40,76.73,75.91
08/07/2023,77.95,30177,78.59,78.59,77.3957
08/04/2023,78.57,2155301,79.49,79.49,78.46
08/03/2023,79.54,69381,79.00,79.80,79.00
08/02/2023,77.72,21058,78.47,78.47,77.495
08/01/2023,79.60,291399,80.19,80.23,79.57
07/31/2023,81.61,30883,80.88,81.7177,80.76
07/28/2023,80.86,118846,80.02,81.00,80.02
07/27/2023,77.31,22585,78.24,78.24,77.02
07/26/2023,78.31,404598,76.93,78.37,76.93
07/25/2023,77.15,16089,78.00,78.36,77.11
07/24/2023,76.11,30927,74.42,76.69,74.2175
07/21/2023,74.55,16110,75.04,75.04,74.49
07/20/2023,74.79,10778,74.68,74.865,74.48
07/19/2023,74.92,39308,75.34,75.8386,74.89
07/18/2023,74.83,36427,75.10,75.41,74.272
07/17/2023,76.06,59814,75.54,76.24,75.21
07/14/2023,76.43,35221,76.77,76.8575,76.3362
07/13/2023,77.61,426098,76.93,77.82,76.68
07/12/2023,76.17,65803,75.61,76.48,75.4401
07/11/2023,74.69,53545,74.34,74.69,73.88
07/10/2023,74.15,24126,73.49,74.30,73.49
07/07/2023,74.03,144681,73.06,74.56,73.06
07/06/2023,72.56,60713,72.95,73.02,72.34
07/05/2023,74.24,571092,74.40,74.40,73.98
07/03/2023,74.95,925458,75.17,75.55,74.66
06/30/2023,73.77,1115265,73.98,74.24,73.63
06/29/2023,73.20,410221,73.26,73.275,72.95
06/28/2023,74.07,23707,74.09,74.172,73.75
06/27/2023,74.80,12796,74.47,74.844,74.47
06/26/2023,73.15,14035,73.19,73.6599,73.15
06/23/2023,72.9095,40163,73.32,73.35,72.6601
06/22/2023,74.53,46309,74.38,74.69,73.98
06/21/2023,74.72,75976,74.65,75.17,74.39
06/20/2023,75.29,32214,76.32,76.44,75.05
06/16/2023,78.89,86182,79.69,79.69,78.69
06/15/2023,79.15,170870,78.74,79.25,78.3978
06/14/2023,77.60,1059829,76.71,77.98,76.71
06/13/2023,76.42,81350,76.74,77.0824,76.4101
06/12/2023,75.64,26159,75.92,76.05,75.63
06/09/2023,75.87,131647,75.96,76.12,75.61
06/08/2023,75.65,16031,75.29,75.98,75.29
06/07/2023,75.13,132355,75.30,75.91,74.84
06/06/2023,75.83,130667,74.27,75.9678,74.26
06/05/2023,74.66,68555,74.59,74.99,74.2925
06/02/2023,75.05,25763,75.06,75.53,75.03
06/01/2023,73.30,55144,72.29,73.48,72.05
05/31/2023,71.71,34521,71.60,71.82,70.96
05/30/2023,72.02,80170,73.05,73.07,71.621
05/26/2023,73.72,100720,73.13,74.0443,73.075
05/25/2023,72.63,867234,73.57,73.57,72.4592
05/24/2023,74.16,144242,74.67,74.68,73.86
05/23/2023,75.48,23100,76.20,76.2863,75.45
05/22/2023,77.37,12755,77.35,77.74,77.3252
05/19/2023,76.57,18489,76.54,76.57,76.29
05/18/2023,76.60,21613,76.87,77.20,76.40
05/17/2023,77.83,8343,77.39,77.885,77.27
05/16/2023,78.48,8338,78.08,78.605,78.08
05/15/2023,79.42,14942,78.39,79.42,77.9901
05/12/2023,76.51,11181,77.29,77.29,76.51
05/11/2023,78.52,29013,77.74,78.58,77.74
05/10/2023,77.94,18066,77.85,78.318,77.56
05/09/2023,78.24,97944,77.86,78.51,77.86
05/08/2023,79.44,147852,79.89,79.89,79.29
05/05/2023,79.19,6868,78.90,79.3812,78.51
05/04/2023,78.63,18130,78.27,78.84,78.27
05/03/2023,77.42,72009,77.33,77.73,77.22
05/02/2023,77.62,51265,78.31,78.43,77.1501
05/01/2023,78.94,210499,78.88,79.49,78.82
04/28/2023,79.11,33107,78.75,79.27,78.49
04/27/2023,78.64,16058,77.93,78.74,77.80
04/26/2023,77.73,40134,78.35,78.41,77.53
04/25/2023,76.57,42140,77.28,77.28,76.4101
04/24/2023,78.65,35933,78.97,78.99,78.3501
04/21/2023,79.56,496598,79.57,79.75,78.9805
04/20/2023,80.89,17100,81.20,81.56,80.61
04/19/2023,81.41,25018,81.37,81.67,81.0452
04/18/2023,82.44,12474,82.77,82.8847,82.2714
04/17/2023,82.59,28765,82.41,82.66,82.10
04/14/2023,80.96,19195,81.39,81.68,80.83
04/13/2023,81.85,10691,81.45,81.85,81.45
04/12/2023,80.09,32459,81.59,81.59,80.06
04/11/2023,81.99,34339,82.50,82.6215,81.99
04/10/2023,81.89,10841,81.55,82.11,81.515
04/06/2023,82.26,10271,81.43,82.395,81.43
04/05/2023,81.36,10654,81.98,81.98,80.95
04/04/2023,82.19,21672,81.85,82.31,81.75
04/03/2023,82.35,100388,82.68,82.73,82.2503
03/31/2023,82.30,316990,82.67,82.8004,82.19
03/30/2023,83.10,12559,82.59,83.24,82.57
03/29/2023,81.88,63623,81.68,82.17,81.19
03/28/2023,81.96,30999,81.13,81.96,80.99
03/27/2023,79.57,25718,79.53,79.85,79.22
03/24/2023,80.83,31290,80.51,80.84,80.31
03/23/2023,81.27,51550,81.41,82.23,80.66
03/22/2023,79.27,64772,79.44,80.32,79.20
03/21/2023,79.00,163025,78.82,79.25,78.61
03/20/2023,77.70,22942,77.42,78.39,77.21
03/17/2023,78.06,141627,78.69,78.70,77.87
03/16/2023,78.39,170215,77.11,78.59,77.11
03/15/2023,77.57,49087,77.43,77.65,76.71
03/14/2023,78.72,187152,78.11,78.73,77.95
03/13/2023,78.38,120726,77.64,78.74,77.58
03/10/2023,77.58,33067,77.35,78.0999,77.29
03/09/2023,77.45,37868,78.83,78.83,77.365
03/08/2023,80.10,29675,80.09,80.3946,80.00
03/07/2023,80.66,86926,81.67,81.67,80.59
03/06/2023,82.39,37424,82.88,83.24,82.3201
03/03/2023,83.43,38126,83.13,83.58,83.07
03/02/2023,83.27,35358,81.93,83.45,81.93
03/01/2023,82.24,42390,82.88,82.88,82.0771
02/28/2023,79.39,357646,79.37,79.89,79.29
02/27/2023,80.01,494625,80.08,80.08,79.60
02/24/2023,78.86,70436,79.38,79.62,78.54
02/23/2023,81.30,255877,82.81,82.81,80.77
02/22/2023,81.60,313116,82.17,82.2425,81.18
02/21/2023,82.03,177823,82.44,83.08,82.03
02/17/2023,82.64,26036,82.80,82.88,82.2601
02/16/2023,84.40,22610,83.98,84.7312,83.65
02/15/2023,84.52,96036,83.98,84.59,83.82
02/14/2023,85.30,208884,85.05,85.56,84.76
02/13/2023,86.18,401226,85.96,86.59,85.57
02/10/2023,84.60,188906,85.47,85.47,84.23
02/09/2023,86.92,199390,87.51,87.85,86.55
02/08/2023,85.25,77290,85.67,85.80,84.9607
02/07/2023,86.03,475708,86.21,86.24,85.11
02/06/2023,85.43,47756,85.09,85.63,84.50
02/03/2023,86.63,54470,87.55,87.8501,86.525
02/02/2023,88.70,62363,89.67,89.67,88.34
02/01/2023,90.20,481547,89.29,90.435,88.80
01/31/2023,88.06,60506,87.67,88.4902,87.50
01/30/2023,88.49,197283,89.04,89.38,88.22
01/27/2023,91.82,62789,92.15,92.15,91.29
01/26/2023,92.04,36642,91.53,92.10,91.21
01/25/2023,90.75,28943,90.27,90.76,89.45
01/24/2023,90.27,103650,90.09,90.51,89.98
01/23/2023,90.43,159748,90.10,90.9599,89.9964
01/20/2023,89.71,56823,88.97,89.77,88.90
01/19/2023,87.89,110035,87.39,88.1787,87.2811
01/18/2023,86.44,105254,87.95,87.97,86.35
01/17/2023,87.33,220311,87.58,87.65,86.89
01/13/2023,88.58,122630,87.88,88.58,87.81
01/12/2023,87.11,932684,87.08,87.2316,86.06
01/11/2023,87.58,193353,87.06,87.80,86.82
01/10/2023,87.05,158497,86.64,87.06,85.98
01/09/2023,86.10,100829,86.92,87.03,86.08
01/06/2023,85.90,60860,84.69,85.98,84.37
01/05/2023,85.21,192983,84.11,85.41,84.10
01/04/2023,84.96,422985,83.22,85.07,82.89
01/03/2023,80.92,345195,80.50,81.5625,80.3429
12/30/2022,78.36,59610,78.68,78.95,78.19
12/29/2022,79.50,85098,78.79,79.61,78.39
12/28/2022,77.69,122010,79.25,79.2671,77.61
12/27/2022,79.89,340822,78.37,80.15,78.21
12/23/2022,76.78,1361108,77.82,77.82,76.68
12/22/2022,77.47,55200,78.15,78.23,76.96
12/21/2022,78.10,75359,76.84,78.20,76.84
12/20/2022,76.62,66082,76.18,77.29,76.03
12/19/2022,78.79,67062,79.69,79.69,78.63
12/16/2022,79.72,39065,80.22,80.3839,79.6685
12/15/2022,79.64,75381,81.33,81.74,79.26
12/14/2022,81.16,45861,80.96,81.335,80.5501
12/13/2022,80.71,161984,82.45,82.54,80.27
12/12/2022,79.97,79793,80.30,80.32,79.35
12/09/2022,80.86,94626,81.89,81.9286,80.8107
12/08/2022,81.24,167619,81.02,81.617,80.72
12/07/2022,79.06,198419,78.58,79.40,78.41
12/06/2022,80.34,191972,80.43,80.73,79.77
12/05/2022,79.32,1069655,80.71,80.80,79.18
12/02/2022,79.36,92305,77.00,79.73,76.7404
12/01/2022,77.73,1385514,77.53,78.12,77.23
11/30/2022,78.02,99177,77.09,78.48,77.09
11/29/2022,74.80,128155,74.77,75.34,74.51
11/28/2022,71.85,138323,71.40,72.75,71.40
11/25/2022,71.39,30383,71.48,71.73,71.29
11/23/2022,72.60,51236,72.29,72.77,72.14
11/22/2022,71.94,175137,71.49,71.99,71.36
11/21/2022,72.55,127838,72.58,73.03,72.30
11/18/2022,73.74,166029,74.19,74.19,73.45
11/17/2022,75.41,153219,72.78,75.53,72.78
11/16/2022,74.31,1208398,74.78,74.78,73.82
11/15/2022,75.41,414681,75.41,75.915,74.8946
11/14/2022,72.05,400662,72.55,72.64,71.78
11/11/2022,71.53,1465228,71.63,72.00,70.78
11/10/2022,69.17,369507,68.34,69.22,68.31
11/09/2022,65.71,116760,66.66,66.83,65.71
11/08/2022,68.18,98004,67.90,68.4999,67.19
11/07/2022,68.33,167164,69.15,69.15,68.12
11/04/2022,68.45,2244564,68.28,68.52,67.00
11/03/2022,64.21,306471,62.77,64.4897,62.58
11/02/2022,63.45,35139,63.85,64.47,63.37
11/01/2022,62.95,75263,63.89,64.04,62.89
10/31/2022,60.58,68419,60.29,61.00,60.29
10/28/2022,61.65,43535,61.20,61.65,60.95
10/27/2022,63.51,36921,63.54,64.37,63.45
10/26/2022,65.09,65488,63.25,65.7116,63.25
10/25/2022,62.48,81047,62.54,62.91,62.214
10/24/2022,61.66,145762,62.20,62.26,60.01
10/21/2022,67.33,34859,66.53,67.38,66.18
10/20/2022,66.78,35153,66.78,67.97,66.661
10/19/2022,66.38,48210,67.34,67.555,66.195
10/18/2022,68.95,62664,70.07,70.07,68.5944
10/17/2022,69.30,68637,68.82,69.755,68.82
10/14/2022,67.38,124458,68.82,68.83,67.29
10/13/2022,68.00,215892,66.31,68.31,66.31
10/12/2022,68.052,195779,67.95,68.47,67.87
10/11/2022,67.85,74070,68.46,68.58,67.395
10/10/2022,69.21,63536,70.14,70.14,68.965
10/07/2022,71.54,47226,72.30,72.63,71.4879
10/06/2022,73.55,100609,73.82,74.23,73.4212
10/05/2022,74.25,812539,74.33,74.82,73.66
10/04/2022,74.03,79079,72.66,74.2601,72.66
10/03/2022,71.31,50408,70.83,71.45,70.40
09/30/2022,70.79,42588,70.57,71.535,70.57
09/29/2022,71.28,198607,71.47,71.51,70.65
09/28/2022,73.11,1364814,71.69,73.23,71.28
09/27/2022,72.68,96122,73.55,73.92,72.35
09/26/2022,72.87,73761,73.14,73.46,72.78
09/23/2022,72.68,64949,72.74,72.94,72.22
09/22/2022,74.15,32098,74.65,74.87,74.01
09/21/2022,74.49,73521,75.63,75.63,74.36
09/20/2022,76.44,46791,76.63,76.93,76.23
09/19/2022,76.98,92658,76.20,76.98,76.20
09/16/2022,76.81,150711,77.41,77.41,76.51
09/15/2022,78.41,43051,78.47,79.23,78.27
09/14/2022,79.12,19650,79.11,79.25,78.72
09/13/2022,79.00,30802,79.45,80.11,78.89
09/12/2022,81.52,79731,80.92,81.60,80.81
09/09/2022,80.57,1148013,80.32,80.86,80.32
09/08/2022,78.95,84972,78.70,79.14,78.61
09/07/2022,79.96,22407,79.02,80.0639,79.02
09/06/2022,79.02,47278,79.73,79.73,78.87
09/02/2022,80.34,19539,80.93,81.17,80.15
09/01/2022,81.60,26922,81.70,81.725,80.91
08/31/2022,82.21,167418,82.41,83.09,82.09
08/30/2022,80.86,138894,82.20,82.20,80.5291
08/29/2022,82.44,65705,82.90,83.645,82.41
08/26/2022,83.01,35971,85.25,85.335,82.9001
08/25/2022,83.80,52139,82.42,83.91,82.24
08/24/2022,80.86,48912,79.58,81.51,79.58
08/23/2022,81.12,45045,80.84,81.15,80.23
08/22/2022,80.94,34312,80.73,81.24,80.73
08/19/2022,80.49,20603,80.97,81.14,80.41
08/18/2022,81.06,73411,81.49,81.49,80.625
08/17/2022,81.76,94047,81.81,82.2761,81.51
08/16/2022,82.01,231226,81.72,82.1963,81.64
08/15/2022,82.29,63083,81.85,82.51,81.85
08/12/2022,82.73,239195,81.58,82.74,81.50
08/11/2022,82.55,239129,82.32,83.915,82.32
08/10/2022,81.18,446112,80.81,81.30,80.29
08/09/2022,81.17,24814,81.76,81.7886,81.01
08/08/2022,81.60,110969,81.89,82.29,81.44
08/05/2022,82.05,27255,81.75,82.25,81.36
08/04/2022,82.48,31201,82.81,83.20,82.30
08/03/2022,81.36,441606,80.81,81.51,80.50
08/02/2022,80.96,102454,79.96,82.00,79.96
08/01/2022,81.53,190458,81.67,81.96,80.96
07/29/2022,82.57,63220,82.43,82.63,81.8295
07/28/2022,84.94,24809,85.23,85.54,83.7523
07/27/2022,85.64,17259,85.23,85.87,84.47
07/26/2022,84.94,151286,86.05,86.18,84.70
07/25/2022,85.30,33024,85.46,85.48,84.78
07/22/2022,84.89,76086,85.77,86.13,84.64
07/21/2022,86.71,47037,86.62,86.825,86.1404
07/20/2022,86.52,62415,86.78,87.04,86.0491
07/19/2022,86.95,56491,86.51,87.08,86.18
07/18/2022,86.21,106677,86.80,87.3871,85.9964
07/15/2022,84.78,71176,84.78,84.82,83.48
07/14/2022,85.73,33533,86.39,86.52,85.40
07/13/2022,86.80,30184,85.85,87.39,85.61
07/12/2022,87.19,76853,87.31,87.66,86.70
07/11/2022,87.69,55954,88.63,88.63,87.44
07/08/2022,91.33,79139,91.33,91.95,90.86
07/07/2022,92.14,169595,91.34,92.50,91.27
07/06/2022,90.30,71481,90.74,90.74,89.50
07/05/2022,91.47,39890,90.23,91.72,89.57
07/01/2022,91.94,73271,91.31,92.17,90.83
06/30/2022,91.82,33807,91.11,92.23,90.31
06/29/2022,91.55,203922,91.32,91.70,91.0081
06/28/2022,92.05,76304,93.18,93.78,91.87
06/27/2022,91.99,46850,92.90,93.00,91.92
06/24/2022,91.72,39131,90.79,91.79,90.69
06/23/2022,89.44,84614,89.25,90.12,88.53
06/22/2022,87.92,786242,87.72,88.56,87.58
06/21/2022,89.23,480898,88.91,89.57,88.4776
06/17/2022,87.92,55624,89.39,89.46,87.15
